Text,Reason,Label
not able to mirror screen onto smart tv,need to add more content,0
mobile version is not good.,want to mute background noise,0
not playing videos after subscription. do not purchase the subscription,unable to play video after taking subscription,1
a wonderful application that helps you out when communicating with friends from different countries.,good for communication with people in other countries,1
and it said sign in failed in chinese,want to sign in in chinese,1
picture in picture functionality does not work.,want to change russian language,0
very good quality pictures and graphics,want to hold a fight,0
"but sometimes the screen flickers, the screen freezes, or i can not see any activity at all.",screen flickers sometimes,1
can not we delete our charts in meeting,app has audio and sound errors,0
but there is a problem with the screen.,unable to continue the episode,0
i paid the subscription but it does not work!,app is crashing while watching videos,0
"just to mention, that the sounds of the voices are delayed.",app requires high speed internet,0
quite help me in tasks and other,good for task management,1
"just when I am about to join an important meeting, i can not access zoom because of a mere update..",zoom is closed unexpectedly,0
my zoom lags and lags i try to join my class,want to join class,1
this is a really good family app,app has good content for whole family,1
your service is very bad because zoom app is not installed,zoom application is not installed,1
i can not activate the system,good for korean lessons,0
better than the previous update,new update is better,1
your app keeps crashing on my tv.,want to remove waiting room,0
"i am not able to join audio on pc with my phone , india is not showing in drop down pathetic and even the zoom support is not helping",want to connect to camera,0
can not register for 3 devices,unable to see background video,0
i can not enter maximum 100 people,unable to play cricket highlights,0
"they have just set up a very annoying update with a terrible sound every time i tap on mute/unmute micro, and there is no way to disable that.",android version is not supported,0
we should be able to toggle the small video box on/off.,good for conferencing,0
"overall, controls become more complex and difficult",birthdate information will not load,0
it is really helpful to be able to mute other people on zoom if they are accidentally unmuted or saying wrong things.,want to set wallpaper on mobile,0
why can not i control the volume on my iphone with my headphones on?!,want to access zoom cloud,0
how to put virtual background in mobile on zoom??,want to use virtual background,1
"they do not take my birthdays ( I am
adult) and does not let me sign up",app is unstable on tablets,0
"it is a pity, i do not understand why western ukraine was blocked.",want to install bgt,0
let us just admit that skype is better.,facing issues when trying to mute or lowering hand,0
very good only that it does not connect sound to the bugles via bluetooth,unable to record video,0
"since i update it, it will not let me enter the app",want to see ads while in use,0
"video, sometimes audio as well, turns black intermittently when switching split view on ipad.",want to update app on phone,0
"everything was fine before but now after i re-installed, it is not supported on my ios",want to put background image on phone,0
add virtual green screen on android please,want green screen option for android,1
good add more features,bluetooth headphones are not working,0
zoom works best for interactive large groups.,good for spending time,0
app is crashing in android 12 version,app is crashing in android 12 version,1
i love to see smiling faces and continue building relationships through zoom!,app keeps stopping unexpectedly,0
it asks for an update but no updates shown in play store.. please look forward on this issue.,app is slow to load,0
as of right now i cannot and will be looking to switch to a different streaming service!,want to register for eucharist,0
there is a bug that the zoom screen hardens on iphone xs (ios15.2.1).,unable to stream on chromecast,0
but i can not use background filters.,want to use background and filters,1
"after the outbreak of the war, you can not connect from any gadget.",want to connect to device,1
i always drop out from the waiting room although my network is stable.,getting disconnected from waiting room,1
the lines of print come across the screen and are annoying to those in a meeting that do not need them.,want to switch to another streaming service,0
all of a sudden it does not take the password which is working on mobile but not on ipad,password is not working,1
"i can not get through the registry, what is the glitch?",good for creativity,0
i can not make a room even though I have done my birth month and year.,want to check in with daughter,0
"also, for the life of me, can not seem to find a way to add different backgrounds.",want double speed playback,0
switching between devices with a single account is very convenient.,facial recognition is good,0
"conferences crash every minute, sound does not work (checked all settings).",sound does not work when connecting to a conference,1
hope creative manufacturers can add block function to not mind the matching trg is not worth having,want to find controls,0
it will not open on my phone!,good language quality,0
such a bad app for childrens,unable to view video on hulu,0
zoom is the best app for chating with friends and zoom is very good during corana it rlly helps to connect and chat with the people who you can not vist or they can not vist,unable to install on tv,0
does not accept access code!,want to access code,1
i can not enter my card details.,want to hear sound when sharing screen,0
best cricket and entertainment app,good to rewatch classic disney content,0
and you know how you can put an emoji on the corner of your screen.,app is good,0
bluetooth headset optimization is poorly done.,need arabic language subtitles,0
because i can not skip class,want to skip class,1
i love zoom and for real zoom help you every time when you are home school,good for zoom,1
video resolution is low .,network stability is poor,0
it does not work properly on multilaser tablet!,want to enter the system,0
why is there no background settings on android?,want to blur background and join meetings,0
but i want to know how can i record the meeting??,zoom does not cater for android users,0
good apps for study and conference,sound connection is poor,0
ipad 5 does not have the background.,want to join meetings on time,0
turn camera and microphone off as a default.,want to improve connectivity in gmails,0
you can provide subtitles,want to stream meeting to apple tv,0
i use other streaming applications too but only hotstar is showing this problem,app has buffering issue,0
why can not i register with iphone 7,app is not working on iphone,0
i can not download any movies .,unable to download movies,1
great application for training.,app is good for training,1
but whenever i join the meeting and then if i want to go to other app then host voice is completely inaudible and after 2-3min it disconnected..,customer service needs improvement,0
does not work with android auto.,screen sharing is not zoom friendly,0
i can not sit and listen to meetings with my car speakers anymore.,emoji package is costing a lot of data,0
great visual and audio connection,good audio and video connection,1
"recently when I am running a macbook meeting, i can not share my ipad screen.",service does not offer many movies,0
"a connection error crashes, throws it out of the application.",connection error crashes,1
it will not change screens & no control panel.,want to change screens,1
it is necessary to open live videos,want to open live videos,1
this really is a good app to use when you want to watch disney+,app is good to watch disney content,1
i can not talk to my team while I am working.,good for children in lockdown time,0
but in android phone there is not available record option.,want to enter card information,0
"the app update takes forever, meeting ongoing and unable to join",internet loads badly,0
"a good application for a private study group, important meeting with people at a far distance",good for watching marvel movies,0
host video is not available,good for children in lockdown time,0
app always has issues with login and also the video caller picture is not always clear and glitches alot.,want to download from google,0
i will not say this app is boring but ads are annoying,want to pair hearing aids,0
where to choose language,want to block calls while in zoom meeting,0
free subscription should be given for one month,want one month free subscription,1
it is a great help for multiple events.,good for multiple events,1
pls teach me how to change pfp on zoom,getting error code 39,0
can someone tell my how to start a call?,want to record meeting from smart phone,0
"but in this app i can not put any background like flowers , cute pictures, so i gave 4 stars .",mirror mode is horrible,0
sometimes it says can not connect to the server ..,want to connect to server,1
i need to wait a long time to login,takes time to login,1
"another ""brilliant"" development of russian programmers so that both students and teachers break their brains as if everything worked for everyone",want to add mobile phone,0
the application throws me out of my class every now and then,app throws me out of class,1
i can not meet my friends,phone keeps crashing,0
"on my ipad, i can not see the host's screenshare when i minimise my meeting.",good for children,0
"because of this platform, they closed the disney xd channel",want to use disney xd,1
but actually it is my favorite app for a entertainment purpose.,good for entertainment,1
"a terrible application, every time you go through your phone you have to puzzle over how to turn on the sound, and the video quality is terrible, it is very difficult to register in general, there are a lot of disadvantages",want to do painting,0
logging onto a meeting is very easy,best quality from all streaming platforms,0
not playing highlights on matchs very big problem,want to start zoom without app,0
and i can not get to open the team game meeting in my tablet.,call quality is good,0
"the app is very bad, it is not convenient to use",receiving 403 error,0
how to sign in to gmail account without password,want to login with email,0
the zoom is limited with time and it is very disruptive,want to store items,0
all good but not showing control(sharing device screen control) option in phone and also no pip mode!,want to get sharing device screen control option and pip mode,1
the app crashes when i start a movie.,receiving incorrect meeting passcode message,0
zoom and the best solution for working remotely,good for remote management,1
please improve your app.,poor image quality,0
it is easy to use without having to memorize how to use kuji.,app is lagging,0
"not able to log in ,my account is locked",support option does not work,0
the sound went out and the video froze.,sound went out and the video froze,1
"when you try to log in through an institutional account, you enter a loop that ends 6 hours later without actually signing you in.",want to add features for teachers,0
"what ridiculousness, not being able to enter a meeting because of a pack of emojis.",want to find face filters,0
sometimes the image freezes.,zoom app is not connected to car bluetooth,0
i have been a long time hulu subscriber and my app started not working about two months ago.,unable to view video on hulu,1
but i consider it a loss that there is no longer safe driving mode,zoom app is not connected to car bluetooth,0
it is tough to understand the app,app is difficult to understand,1
i enjoy using zoom for my recovery based meetings and individual meetings with other family members that i have not seen for a long time,do not want to use the app,0
great for chat room,want to change virtual background,0
the mobile app is good but windows is totally bad.,want to remote control screen from ipad,0
i have a problem could not enter with my email already go into help and services zoom,good app for conducting conference calls,0
there is a problem where i am not allowed to use zoom on mobile.,literal trash on android platform,0
there is the ability to switch from computer to phone.,want to switch between computer and phone,1
"images uploaded for polls do not pop up in certain devices, and can not find help anywhere",The images may not be appearing due to the device's settings or the browser being used.,1
camera quality is not good .but,The camera quality is poor because the lens is dirty.,1
it is not possible to log in either from the pc or from the tv.,"The user's account may have been suspended, or there may be an issue with the user's login credentials.",1
"mediocre app, dumbed down video meetings for the masses with clumsy interface, significant lack of features and expensive for anything above the really crude basic entry level.",The app is poorly designed and lacking in features. It is also expensive compared to other video meeting apps.,1
free fire can not be played in,The game cannot be played because the computer does not have the correct software installed.,1
the page does not open,The page does not open because the website is down.,1
why is this app not responding on my device,"The app may not be responding because it is not compatible with the device, or there may be a problem with the app itself.",1
it will not load after i logged in.,The computer could not connect to the internet.,1
makes the app unusable.,The app is unusable because it is constantly crashing.,1
"since then, i can not turn on the video well.",The video function may be turned off due to a problem with the software or a problem with the hardware.,1
how do i increase the volume ?,The volume cannot be increased because the audio is set to low quality.,1
not all the movies are available,The movies are not available because they are not in stock.,1
it tells me i am not eligible to sign up at this time,The user is not eligible to sign up at this time because they do not meet the requirements.,1
the person who logged in zoom using mobile can not see files in chat.,The person who logged in zoom using mobile can not see files in chat because mobile devices do not have the ability to view files.,1
what a disgusting application makes us pass classes,The application is poorly designed and difficult to use.,1
it is not possible to log in either from the pc or from the tv.,The computer and tv cannot connect to the internet.,1
this app is very glitchy especially on a green screen background the ads are kind of false advertising because they look so high quality when in reality,"The app is designed to superimpose a user's face onto an advertisement, so the quality of the ad may be lowered to better match the user's face.",1
please send some advice on how to get back to the zoom meetings once I have lost the audio and visual.,I'm having trouble with my internet connection.,1
it was good before the last update but now has become worst everytime,The last update to the app introduced some bugs that have made it worse than it was before.,1
"sometimes the app will crash, but i just restart my phone.",The app crashed because it ran out of memory.,1
the app sucks on android.,"The app is not well optimized for Android devices, causing it to run slowly and lag.",1
not able to receive virtual call with physician office without connection issues!,"There may be a problem with the physician office's connection, or the office may not be able to receive virtual calls.",1
"poorly made, bad quality, i hate school",The issue happened because the school is poorly made and has bad quality.,1
the person who logged in zoom using mobile can not see files in chat.,The person who logged in to zoom using mobile cannot see files in chat because the chat function is not available on mobile devices.,1
and i do not know how to navigate the app.,The user is new to the app and does not know how to navigate it.,1
"the picture quality is good, and the sound is very good","The issue might be due to a poor internet connection, or the website itself.",1
"very bad app the truth is when i enter i can not activate the microphone, and the weapon skins are ugly ree, the character is rebugged and the maps are uglier than the president of my country and it is full of jakers","The app is buggy and full of glitches. The weapon skins are ugly, the character is bugged, and the maps are ugly.",1
"very bad app the truth is when i enter i can not activate the microphone, and the weapon skins are ugly ree, the character is rebugged and the maps are uglier than the president of my country and it is full of jakers","There could be several reasons why the microphone isn't working. Maybe the app isn't set up correctly, or there could be a problem with the microphone itself. The weapon skins might be ugly because they're not the right size or they don't",1
notifications do not work properly.,There is a problem with the code that is causing the notifications to not work properly.,1
download speeds are slow.,One possible reason for slow download speeds could be an issue with the internet service provider.,1
"hello, it will not let me transfer the disney application to samsung tv",The Disney app may not be compatible with Samsung TVs.,1
it seems that this app is not working for ios systems on ipads.,The app may not be compatible with the iOS system on iPads.,1
zoom is a very very bad app because there are,The app is very buggy and crashes often.,1
screen rotation should not be automatic,The issue is caused by the automatic rotation feature being turned on.,1
missing information is unfriendly,The user did not provide enough information for the system to generate a response.,1
does not accept access code!,The access code is invalid.,1
sometimes i can not rename my name in zoom settings.,"There could be many reasons why you cannot rename yourself in Zoom settings. It could be a glitch in the system, or you may not have the correct permissions.",1
since my last update on my ipad the audio on hulu does not work.,The audio on hulu does not work because the app was not updated.,1
i can not load memory is writes failed to load,The issue is likely due to a faulty memory module.,1
so many buffering issues kindly update,"The buffering issues could be caused by a number of things, including a slow internet connection, insufficient bandwidth, or a problem with the video itself.",1
"every time the app is updated, the account is deleted!",The app is deleting the account because it is not configured to save the account information correctly.,1
i hate that i pay for a service,The service is not worth the price.,1
the server never runs properly!,The server is not properly configured.,1
the application does not work on mobile phones or tv.,The application is not designed to work on mobile phones or TVs.,1
re: mobile.really terrible design that launches you into meetings without giving you a preview of yourself which has caused me to suddenly enter a meeting with video and audio on in the past.,"The design of the mobile app is such that it launches you into meetings without giving you a preview of yourself, which has caused me to suddenly enter a meeting with video and audio on in the past.",1
i could not find any options to test my audio.,The audio options could not be found because the system was not compatible.,1
"the screen is clear and the sound is heard very well, and i am using it very well.","The screen is clear and the sound is heard very well, and i am using it very well. The issue is that the screen is not displaying correctly.",1
slow down the download,The download may be slow due to a poor internet connection.,1
hotstar is not working on my television.,The most likely reason is that your TV is not compatible with the Hotstar app.,1
i want to watch the games,The person may want to watch the games because they enjoy the sport or they may be a fan of a certain team.,1
zoom is completely unusable while driving a car.,The issue is caused by the fact that the car is moving and the camera is trying to focus on the moving car. This makes it difficult for the camera to focus on the car and makes the image appear blurry.,1
please stop detecting phone model and jus enable vbg for all devices.,There is a problem with the phone's software that is causing it to incorrectly detect the phone's model.,1
"it is a pity, i do not understand why western ukraine was blocked.",The western part of Ukraine was most likely blocked off due to the fighting that was happening between the Ukrainian army and the pro-Russian separatists.,1
"first off, the preveiws they put in the app store are so cringe.",The previews in the app store are so cringe because they are not well made and do not look professional.,1
i need background photos too.,The photos were not properly formatted.,1
i love that i can use zoom to watch my kids school activities/functions that otherwise i would not be able to do,The school functions are not in my city.,1
"terrible gameplay, bad graphics, bad characters, this game is bad",The game was not made well.,1
"sharing videos sometimes hangs up, but it is easier and easier to use than you think",The video sharing process sometimes hangs up because it is not an easy or straightforward process.,1
"it really takes up space on my phone, so bad",The app is poorly coded and takes up a lot of space on your phone.,1
great all around app except it does not give microphone access with the version 1 of ipad pro.,The app does not have access to the microphone on the iPad Pro.,1
"it is also convenient to organize meetings over long distances, no one needs to go anywhere, and this in turn saves a lot of time and effort on the way and preparation.",The advancement of technology has led to the development of platforms that allow for easy and convenient communication over long distances.,1
i love all the shows available on hulu,"There are a variety of reasons why people might enjoy Hulu. Some people might appreciate the variety of TV shows that are available, while others might enjoy the convenience of being able to watch shows online.",1
i could not open my nephew's baby shower.,The baby shower was not opened because the key was lost.,1
please fix the audio connect issue,The audio connect issue is caused by a loose connection.,1
but it does not support arabic language..,The issue is most likely due to the lack of support for right-to-left languages in the text editor.,1
very nice and clean graphic app,The app is well-designed and easy to use.,1
looking forward to adding the background to the zoom meeting,The user's computer was not powerful enough to handle the video and audio processing required for the meeting.,1
you could not have standard settings install?,The standard settings could not be installed because the computer was not connected to the internet.,1
videos are not playing after showing ads.,The videos are not playing because the ads are not loading.,1
zoom will not tell me create an account.,The zoom website is not working properly.,1
it seems that this app is not working for ios systems on ipads.,"There could be a number of reasons why the app is not working on iOS systems on iPads. It could be a compatibility issue, or there could be a problem with the code.",1
being able to rewatch old disney dramas is great!,The old Disney dramas are great because they are classic and timeless.,1
"the application does not work, does not turn on, so you cannot create an account.","There could be many reasons why the application is not working. It could be a problem with the code, a problem with the server, or a problem with the device.",1
for multiple months now viewing progress is not saved when watching tv shows or movies via chromecast.,"The issue could be caused by a number of things, but one possibility is that the Chromecast is not receiving the signal from the router properly.",1
"i can not get panting because i use a supercomputer, but the zoom on my phone is a guggie computer",The phone's zoom feature is not as good as a supercomputer.,1
love the break out rooms it allows all members to share.,The break out rooms are too small.,1
the desktop version is lousy!,The desktop version is lousy because it is not user-friendly and is not designed well.,1
their is no option to change the id,The id is generated automatically by the system and cannot be changed by the user.,1
"the content is good, but the application is not optimized",The application was not designed to be optimized.,1
but soon the screen turns black and,The screen turns black because the power is turned off.,1
just add a playback speed option,The playback speed option was not available because the file format was not compatible.,1
please add playback sessions watching please,The playback sessions were not added because there was no reason given as to why they should be added.,1
"one of the worst apps i have to use, because i do not have any other options to watch cricket in us.",The app is not available in the US.,1
"poorly made, bad quality, i hate school",The issue happened because the school is poorly made and has bad quality.,1
it is frustrating and maddening to be unable to connect with the others through zoom!,The zoom connection failed because the internet was too slow.,1
this app is great for playing with friends *#),"The app is great for playing with friends, but the issue is that it's not very stable and crashes often.",1
i can not record audio and video on this plateform for the future use.,The main reason is that the platform does not support the recording of audio and video.,1
i absolutely love this app but there are so many tv shows missing!,There are many tv shows missing because they are not popular.,1
i can not make a room even though I have done my birth month and year.,I can not make a room even though I have done my birth month and year because the site is not working.,1
best app for watching cricket,The cricket app was not working properly.,1
super easy to connect with youtube to make live!,The issue happened because it was easy to connect with youtube to make live.,1
i got an unavailable version of its background replacement feature,The background replacement feature is unavailable because the user's device is not compatible with the feature.,1
please contact the japanese developer to remove the message mode;,The message mode was not removed because the Japanese developer did not contact the support team.,1
zoom will not tell me create an account.,I cannot create an account because zoom will not tell me.,1
"linking does not always work for some reason, and you can not easily copy and send the meeting invite information.",The meeting invite information did not copy correctly because the system was not updated.,1
i do not want to download anything,The user's internet connection is not strong enough to download anything.,1
i look forward to zoom to have the same filter on instagram,The filter on Instagram is not available on Zoom.,1
always has loading problems,The website has not been updated in a while so the loading problems are due to outdated software.,1
"also, i have espn+ as part of the disney bundle, but can not watch 3/4ths of the events in this stupid app because i ""do not have a cable provider"".",The app is not compatible with ESPN+.,1
I am getting a blank screen after logging in.,"There could be many reasons why a blank screen appears after logging in. Some possibilities include a problem with the graphics driver, a problem with the display, or a problem with the login process itself.",1
"i do not know why, but the sound is disabled by default, you have to go to the settings to activate it for the first time","The sound is disabled by default because the developers wanted the player to experience the game without sound first, and then decide if they wanted to enable it.",1
new stickers are not downloading,The stickers are not downloading because the phone's data connection is turned off.,1
it is a very good help to create good friendships,The person is interested in making friends and is looking for ways to do so.,1
"mediocre app, dumbed down video meetings for the masses with clumsy interface, significant lack of features and expensive for anything above the really crude basic entry level.",The app is not well designed and is missing many features that are standard in other video meeting apps. It is also more expensive than other similar apps.,1
"terrible application does not let me play in cooperative mode and the cards in my deck do not appear entirely correct or in the order in which i added them, the only good thing is that i will not have without problems although sometimes it takes my account, the ded has arrived",The application is not well designed and causes problems with the deck of cards.,1
i do not want to see stupid app notifications and there is no way to disable them.,The app notifications cannot be disabled because they are an important part of the app.,1
"very good app, but after the last update it shows a white line on the left of the screen",It's possible that the most recent update introduced a bug that causes a white line to appear on the left side of the screen.,1
this app is not opening.,This app is not opening because it is not compatible with the device.,1
how can i install whatsapp,I don't have enough money.,1
and i had trouble with zoom cloud meetings.,I had trouble with zoom cloud meetings because my internet connection was not good.,1
i tried all the troubleshooting tips to no avail.,"There could be a problem with the internet connection, the computer's hardware, or the software itself.",1
i have major problem with buffering of this app,The app is poorly coded and doesn't buffer properly.,1
quite help me in tasks and other,The issue happened because the person was not able to complete the tasks.,1
please insert vitual background in it,The background was not inserted properly.,1
"the pen does not work any more, can you tell me why ?",The ink in the pen has dried up.,1
it is just taking a lot of time to connect to meetings,It is taking a lot of time to connect to meetings because the internet connection is slow.,1
picture in picture functionality does not work.,The issue is most likely caused by a conflict with another plugin or a JavaScript error.,1
app always has issues with login and also the video caller picture is not always clear and glitches alot.,"The app has trouble connecting to the server, which causes login issues, and the video quality is poor because the app is not designed well.",1
"very good, contains emoji filters and backgrounds",The app contains filters and backgrounds that can be used to emoji.,1
and how are the camera features set up?,The camera features are not set up correctly.,1
it automatically gets sign out and i have to sign in again and again 3),The user's session may have timed out.,1
i do not recommend the application can not download takes up a lot of space and a lot of data,"The application is very large and uses a lot of data, so it is not recommended.",1
"everything ok, out of ten, this app is necessary, for online tasks.",The app is necessary for online tasks.,1
mirror mode is horrible,The mirror mode is horrible because it is a terrible way to view your reflection.,1
bluetooth headset optimization is poorly done.,The Bluetooth headset optimization is poor because the company did not invest enough money into research and development.,1
i can not assign a picture to my profile for when i have my camera off.,The picture cannot be assigned to the profile because the camera is turned off.,1
"the app is good because i can watch a lot of movies, series, whenever i want",The app is good because it has a lot of content that can be watched whenever the user wants.,1
i try to log into a meeting the app says update,The app is outdated and needs to be updated in order to log into the meeting.,1
i tried more than 10 times to download but it is not getting downloaded and it is showing that can not download zoom .,"There may be a problem with your internet connection, or the website may be down. Try again later.",1
there is still no audio on my ipad!,I do not know.,1
phone screen sharing is slow,There could be many reasons why screen sharing is slow. One reason could be that the internet connection is not strong enough. Another reason could be that the computer itself is not powerful enough to handle screen sharing.,1
(iphone 8) is utterly incapable of connecting to any calls.,The iPhone 8 is not compatible with the phone's network.,1
but i could not find the profile photo to be clicked.,The profile photo was not found because it was not clicked.,1
why are there no subtitles or dubbing?,The showrunners wanted viewers to focus on the visuals and audio rather than reading subtitles or listening to dubbing.,1
not great to use zoom on ipad.,The iPad's screen is too small to use the zoom feature effectively.,1
the background does not change,The background does not change because the scene is set in one location.,1
please add 240p or 360p for watching videos.,The video quality is not set high enough to watch videos.,1
not able to join any meeting smoothly after every minute my zoom disconnects and shows error,"There could be many reasons why this is happening, but some possibilities include: poor internet connection, low bandwidth, or a problem with the Zoom software itself.",1
file transfer should be more convenient,The file transfer was not convenient because the file was too large.,1
it takes too much time too open and screen quality is very bad,The computer takes too long to open because the screen quality is very bad.,1
loading time takes forever.,The website is not loading because the server is down.,1
"it is speaker is also not working properly, even though my mobile is perfectly fine.",The speaker is not working properly because the mobile is not working properly.,1
very very good zoomapp,The reason the issue happened is because the zoomapp is very good.,1
the software of this app is low even one star,The software of this app is low because it does not have many features and it is not very user-friendly.,1
i think the settings of this app is not good.,The settings of this app are not conducive to productivity.,1
why are there no subtitles or dubbing?,The subtitles or dubbing are not available because the film was not produced with them.,1
the app crashes frequently.,The app crashes because it is not well-coded and is not stable.,1
I have been having a lot of problems recently with hulu.,"There could be many reasons why someone would be having problems with Hulu. Maybe the website is down, or the person's internet connection is not strong enough to load the videos.",1
the upper and lower taskbar can not be removed.,The taskbar is a necessary part of the Windows operating system and cannot be removed.,1
"i can not put emojis from my cell, that is the only detail",The phone's operating system does not support emoji input.,1
i am very angry to this app because it consumes 1.50 gb data in 20 minutes when i use,The app is poorly designed and uses a lot of data.,1
mobile version is not good.,The mobile version is not good because the website is not responsive.,1
"-files are being sent very slowly, even sometimes canceled.",The issue is likely due to a slow internet connection.,1
sound cuts in and out if more than one person speaks/makes noise at the same time.,The sound cuts in and out if more than one person speaks/makes noise at the same time because the sound waves are interfering with each other.,1
dropping the rating down a bit more.,The reviewer may have been disappointed with the book for personal reasons.,1
best app for tv,The app may not be compatible with the TV model.,1
"first off, the preveiws they put in the app store are so cringe.",The previews in the app store are so cringe because they are not representative of the app's actual content.,1
good sound clarity and picture quality,The sound clarity and picture quality could be better because the camera is not high definition.,1
in my mobile zoom meeting not working in jio sim,The Jio sim might not be compatible with the mobile zoom meeting application.,1
please the storage capacity is not too large,The storage capacity is not too large because the system only has a limited amount of space.,1
good spending time app,The app was not well designed and did not take into account how people actually spend their time.,1
better viber than zoom,There could be many reasons why Viber might be better than Zoom. Some reasons could be that Viber is more user-friendly and has better features.,1
can not get it to pair with hearing aids.,The hearing aids and phone are not compatible.,1
"the app for school is good, only the quality of the video conference is bad and+there",The video conference quality is bad because the app is not designed for that purpose.,1
the best app in live streaming!,"The best app in live streaming!

The app may have had a glitch or may have been overloaded with users.",1
highly recommend very good for when you want to watch tinker bell with someone all the way in australia when you are very far away from australia also very very very good for watching old people fall down stairs with said person fron australia.,"The person in Australia wanted to watch Tinker Bell with the person who was very far away, so they used the app to watch old people fall down stairs instead.",1
I am not able to download the app on my android.,"There could be many reasons why the app is not downloading on your android device. It could be due to a weak internet connection, incompatibility with the device, or an issue with the app itself.",1
guess it is time to find a new sports app.,The app was not updated to the latest version.,1
i tried more than 10 times to download but it is not getting downloaded and it is showing that can not download zoom .,"There may be several reasons why the download failed. The file may be corrupt, the server may be down, or there may be a problem with your internet connection.",1
i cannot stream on my tv,"The tv might not be compatible with the streaming service, the internet connection might not be strong enough, or there might be an issue with the streaming service itself.",1
perfect for multi tasking,The person was not able to focus on one task and ended up not completing any of the tasks.,1
still full screen issue is not resolved if we use full screen,The full screen issue is likely due to a bug in the software.,1
"very bad app the truth is when i enter i can not activate the microphone, and the weapon skins are ugly ree, the character is rebugged and the maps are uglier than the president of my country and it is full of jakers","The app is poorly made and full of bugs. The maps are ugly and the character skins are ugly. The microphone doesn't work, and there are a lot of jakers (people who mess around and don't take the game seriously).",1
for example the taskbar goes black,The taskbar went black because the power button was pressed.,1
"since the upgrade, i can not get into breakout room","Since the upgrade, the breakout room feature has not been working properly.",1
"it should be available on all smart tvs, right?",The app may not be available on all smart TVs because it may not be compatible with the TV's operating system.,1
app fails to work offline despite being up to date.,"The app may not be working offline because it was not designed to work offline, or because the offline data is not up to date.",1
"after the last update, the app no longer works",The app may no longer work because it was not updated to the latest version.,1
you should decrease your subscription fee.,The subscription fee should be decreased because the quality of the service has decreased.,1
the sound is constantly glictching!,The sound is constantly glitching because the computer can't handle the sound file.,1
biometric recognition fails to function after enabling it in settings.,One possible reason for this issue is that the biometric recognition feature may not be compatible with the device's hardware.,1
i enter the identification code and give an error.,The identification code is incorrect.,1
does not work properly on windows 11,The issue is most likely due to a compatibility issue between Windows 11 and the software.,1
but it would be best if we had the option of sharing only sound through android devices as well.,There could be many reasons why this issue happened. One reason could be that the devices were not compatible with each other. Another reason could be that the sound quality was not good enough to share between the devices.,1
i want to watch free movies,"The site may be down, or the user's internet connection may be weak.",1
"(it goes off the air or completely throws it out of the application) - the screen splitting does not work correctly, so it is impossible to connect sound operation with the application is carried out on a samsung tab s7 tablet with keyboard connection support.","The screen splitting feature on the Samsung Tab S7 tablet does not work correctly, making it impossible to connect sound operation with the application.",1
their is no option to change the id,The id cannot be changed because it is a unique identifier for the user.,1
"i pre-signed up, but no email came.",The user may not have input a valid email address.,1
a terrible application with disgusting controls.,The application was designed by an inexperienced programmer who did not understand how to create user-friendly controls.,1
i will not let me put my date of birth,I cannot put my date of birth because it is not public information.,1
it progress at the service of our professional and personal projects,The issue in the previous sentence happened because people are not motivated to work on projects that do not interest them.,1
i can not open my voice disabled my image is enough either,"The speaker's voice was disabled, so they could only communicate using images.",1
(learn from the netflix interface),The learn from the netflix interface issue is caused by a lack of understanding of how the interface works.,1
i should be able to choose which episode to see.,The site was not updated with the latest episodes.,1
why should subscribers pay their money and get disappointed all the time?,The quality of the content is not good.,1
where is the sound button?,The sound button is not working because the speaker is not plugged in.,1
can not go in waiting room..,I was not feeling well.,1
very good quality pictures and graphics,The pictures and graphics are of very good quality because they are high resolution.,1
this is not a best because i can not sign up in the zoom app isliye main ise 2,I cannot sign up in the zoom app because it is not the best.,1
very practical and easy to use,The reason this happened is because the tool is easy to use and practical.,1
please add the mir card as a possible payment method.,The payment processor that handles mir cards is not compatible with the payment system that the store uses.,1
great all around app except it does not give microphone access with the version 1 of ipad pro.,The app does not have microphone access on the first version of the iPad Pro.,1
i have major problem with buffering of this app,The main reason for the buffering issue is that the app is not designed to work with the user's device.,1
very annoying not being able to get a full screen view.,The screen size is too small.,1
will not let me even install it,The installation failed because the computer did not have enough storage space.,1
i can not update this app,The problem is that the app is not compatible with the latest version of iOS.,1
i do not recommend the application can not download takes up a lot of space and a lot of data,"The application is very large and uses a lot of data, so it is not recommended.",1
zoom will not tell me create an account.,The website may not be working properly.,1
the app is very good and the call quality is extremely good.,The app has a very good call quality.,1
i could not cancel the payment as scheduled.,I could not cancel the payment as scheduled because the payment was already processed.,1
"i can not register, plus the lack of ukrainian language, please correct it and put a good assessment","The site may not be available in Ukrainian, or there may be some other problem with registration.",1
excellent for digital gathering,The issue is likely due to the fact that digital gathering is an excellent way to collect data.,1
but it is not my connection because no other app on my phone fails,"The problem is most likely with the app, not the connection.",1
"the missions are difficult and confusing, you level up very slowly and you are lost all the time and the one who delivers the missions does not stop talking, the game is very bad.",The game is confusing and difficult to level up.,1
